id,dia,categoria,tipo_logradouro,logradouro,numero,bairro,cep,subprefeitura,lat,lng,geocode_status,distrito
1215-7,Domingo,Tradicional,Rua,Morro Das Pedras,100,Jardim São Francisco,08310-100,São Mateus,-23.6337323,-46.4609091,painel_prefeitura,Sao Rafael
1217-3,Domingo,Tradicional,Rua,Teodoro Bernardo Do Nascimento,120,Parque Santa Rita,08150-000,Itaim Paulista,-23.5264088,-46.408344,painel_prefeitura,Vila Curuca
1218-1,Domingo,Tradicional,Rua,Florencio Carpi,262,Parque Anhanguera,05267-080,Perus,-23.437648,-46.790687,painel_prefeitura,Anhanguera
1220-3,Domingo,Tradicional,Avenida,Jose Martins Lisboa,10,São Francisco,08081-010,São Miguel,-23.4821219,-46.4235486,painel_prefeitura,Jardim Helena
1221-1,Domingo,Tradicional,Rua,Cleusa Milochi,163,Cachoeirinha,02762-070,Casa Verde/Cachoeirinha,-23.4816467,-46.6743189,painel_prefeitura,Limao
1226-2,Domingo,Tradicional,Rua,Wilson Fernandes S Carvalho,100,Cid Tiradentes,08473-000,Cidade Tiradentes,-23.5780832,-46.3923431,painel_prefeitura,Cidade Tiradentes
1227-0,Domingo,Tradicional,Rua,Desem Isnard Dos Reis,37,Itaim PauliSanta,08130-000,Itaim Paulista,-23.500598,-46.3686084,painel_prefeitura,Itaim Paulista
1230-0,Domingo,Tradicional,Rua,Felipe Cardoso Campos,10,Vila Fanton,05207-090,Perus,-23.3974225,-46.7555566,painel_prefeitura,Perus
1234-3,Domingo,Tradicional,Rua,Guaiauna,200,Penha De Franca,03631-000,Penha,-23.5301237,-46.5512971,painel_prefeitura,Penha
1235-1,Domingo,Tradicional,Avenida,Henriqueta Noguez Brieba,1,Cj Hab Fazenda Do Ca,08421-530,Cidade Tiradentes,-23.5674017,-46.4177776,painel_prefeitura,Cidade Tiradentes
1237-8,Domingo,Tradicional,Rua,Carlo Coccia,448,Jardim Nova Sapopemba,03977-670,Sapopemba,-23.6218636,-46.4910466,painel_prefeitura,Sapopemba
1239-4,Domingo,Tradicional,Rua,Vitantonio Matorosa,448,Jardim Princesa,02856-080,Freguesia/Brasilândia,-23.4522611,-46.6922479,painel_prefeitura,Brasilandia
1243-2,Domingo,Tradicional,Rua,Prof Arnaldo Joao Semeraro,99,Parque BriSantol,04184-000,Ipiranga,-23.6454899,-46.5972309,painel_prefeitura,Sacoma
1244-0,Domingo,Tradicional,Rua,Samuel Bovy,37,Jardim City Jaragua,02998-120,Pirituba/Jaraguá,-23.4392643,-46.73205,painel_prefeitura,Jaragua
1246-7,Domingo,Tradicional,Rua,Beija Flor,S/N,Vila Vargem Grande,04895-280,Parelheiros,-23.8637876,-46.712701,painel_prefeitura,Parelheiros
1248-3,Domingo,Tradicional,Rua,Dr Ademar Ferreira De Carvalho,100,Vila Yolanda Ii,08473-410,Cidade Tiradentes,-23.5800225,-46.3874063,painel_prefeitura,Cidade Tiradentes
1251-3,Domingo,Tradicional,Rua,Jeronimo Dias Ribeiro,50,Jardim São Paulo,08461-560,Guaianases,-23.5601976,-46.3986725,painel_prefeitura,Guaianases
1253-0,Domingo,Tradicional,Rua,B10,S/N,Cidade Tiradentes,,Guaianases,-23.6010108,-46.3985497,painel_prefeitura,Cidade Tiradentes
1254-8,Domingo,Tradicional,Rua,Araripira,25,Jardim Do Recanto,02877-000,Freguesia/Brasilândia,-23.4517164,-46.6824933,painel_prefeitura,Brasilandia
1260-2,Domingo,Tradicional,Rua,Anna Papini Guaranha,1000,Carandiru,02049-010,Vila Maria/Vila Guilherme,-23.511819,-46.6186332,painel_prefeitura,Vila Guilherme
1262-9,Domingo,Tradicional,Rua,Forte Do Guara,10,Parelheiros,04865-170,Parelheiros,-23.783212,-46.7133956,painel_prefeitura,Parelheiros
1264-5,Domingo,Tradicional,Rua,Linaria,80,Itaim PauliSanta,08142-189,Itaim Paulista,-23.5130654,-46.3851076,painel_prefeitura,Itaim Paulista
1267-0,Domingo,Tradicional,Avenida,Ponte Da Amizade,S/N,Jardim Iguatemi,08371-420,São Mateus,-23.5949839,-46.4202029,painel_prefeitura,Iguatemi
1268-8,Domingo,Tradicional,Rua,Antonio Da Costa Barbosa,89,Vila Andrade,05717-220,Campo Limpo,-23.6321644,-46.7288351,painel_prefeitura,Vila Andrade
1270-0,Domingo,Tradicional,Rua,Raimunda P De Alencar Da Silva,10,Jardim Varginha,04857-010,Capela do Socorro,-23.7843498,-46.6831417,painel_prefeitura,Grajau
1274-2,Domingo,Tradicional,Rua,Gaspar Sardinha,50,Lageado,08460-000,Guaianases,-23.5449112,-46.3930976,painel_prefeitura,Lajeado
1278-5,Domingo,Tradicional,Rua,Manuel Homem De Andrade,10,Jardim Santo Antonio,05723-400,Campo Limpo,-23.6428638,-46.7332228,painel_prefeitura,Vila Andrade
1312-9,Domingo,Tradicional,Rua,Cidade Do Rio Pardo,5,Vila Andrade,05727-180,Campo Limpo,-23.6291117,-46.739513,painel_prefeitura,Vila Andrade
1360-9,Domingo,Tradicional,Rua,Afonso Lopes Vieira,582,Vila Dionisia,02671-100,Casa Verde/Cachoeirinha,-23.4648044,-46.6646142,painel_prefeitura,Cachoeirinha
1370-6,Domingo,Tradicional,Rua,Laura Boss,100,GuaianaSés,08250-730,Itaquera,-23.5414636,-46.4360186,painel_prefeitura,Jose Bonifacio
1377-3,Domingo,Tradicional,Praça,Grand Reserva Paulista,2150,Jardim Iris,05144-085,Pirituba/Jaraguá,-23.5016529,-46.7187629,painel_prefeitura,Pirituba
1380-3,Domingo,Tradicional,Rua,Andre Cavalcante,100,Vila Regina,08225-435,Itaquera,-23.5338882,-46.4650951,painel_prefeitura,Itaquera
1390-0,Domingo,Tradicional,Rua,Amilcar De Magalhaes,50,Pirituba,05171-240,Pirituba/Jaraguá,-23.479188099999998,-46.7470833,painel_prefeitura,Pirituba
1413-3,Domingo,Orgânica,Rua,Dona Ana Germaine Buchard,286,Agua Branca,05002-061,Lapa,-23.5278799,-46.6733949,painel_prefeitura,Barra Funda
1432-0,Domingo,Orgânica,Rua,Ricardo Casanova,120,Vila Matilde,03511-020,Penha,-23.53570499,-46.52928621,painel_prefeitura,Vila Matilde
1488-5,Domingo,Tradicional,Rua,Lagoa Dentro,2,Vila Silvia,03820-290,Penha,-23.49295254,-46.50564391,painel_prefeitura,Cangaiba
1493-1,Domingo,Tradicional,Rua,Nello Bini,86,Jardim Analia Franco,03337-050,Aricanduva/Formosa/Carrão,-23.5564676,-46.5607361,painel_prefeitura,Vila Formosa
1761-2,Domingo,Tradicional,Rua,Cachoeira Das Jangadas,"15, 222",Conjunto Habitacional Inacio Monteiro,08472-080,Cidade Tiradentes,-23.5705631,-46.4008218,painel_prefeitura,Cidade Tiradentes
1820-1,Domingo,Tradicional,Rua,Tullio Mugnaini,S/N,Jardim Avenida,05798-330,Campo Limpo,-23.65877404,-46.76721337,painel_prefeitura,Capao Redondo
1849-0,Domingo,Tradicional,Avenida,Nadir Dias De Figueiredo,1253,Vila Maria Baixa,02110-000,Vila Maria/Vila Guilherme,-23.5141268,-46.5951686,painel_prefeitura,Vila Maria
1854-6,Domingo,Tradicional,Rua,Atuai,1026,Vila Matilde,03646-000,Penha,-23.530922,-46.529018,painel_prefeitura,Penha
1892-9,Domingo,Tradicional,Rua,Carvaxi,10,Parque Reboucas,05735-040,Campo Limpo,-23.6261055,-46.7481496,painel_prefeitura,Campo Limpo
1924-0,Domingo,Tradicional,Avenida,Do Anastacio,2148,Pirituba,05119-000,Pirituba/Jaraguá,-23.4895,-46.7377604,painel_prefeitura,Sao Domingos
1959-3,Domingo,Tradicional,Rua,Joao De Siqueira Afonso,S/N,Lageado,08452-000,Guaianases,-23.5359866,-46.3975006,painel_prefeitura,Lajeado
3000-7,Terça Feira,Orgânica,Rua,Walter Gazarra,1300,Jardim Analia Franco,03337-000,Aricanduva/Formosa/Carrão,-23.5585974,-46.5586596,painel_prefeitura,Vila Formosa
3001-5,Terça Feira,Tradicional,Rua,Santo Antonio,22,Bela ViSanta,01330-050,Sé,-23.5497264,-46.640692,painel_prefeitura,Republica
3003-1,Terça Feira,Tradicional,Rua,Stefano,1000,Cambuci,01521-030,Sé,-23.6212977,-46.6122475,painel_prefeitura,Cursino
3004-0,Terça Feira,Tradicional,Praça,Charles Muller,0,Pacaembu,01234-010,Sé,-23.54467,-46.6650304,painel_prefeitura,Consolacao
3005-8,Terça Feira,Tradicional,Rua,Guimaraes Passos,304,Aclimacao,04107-030,Vila Mariana,-23.5796916,-46.6333692,painel_prefeitura,Vila Mariana
3006-6,Terça Feira,Tradicional,Rua,Dr Carlos Guimaraes,10,Belem,03020-030,Mooca,-23.5379063,-46.6007957,painel_prefeitura,Belem
3007-4,Terça Feira,Tradicional,Rua,Firmiano Pinto,50,Brás,03052-070,Mooca,-23.539203,-46.6052598,painel_prefeitura,Belem
3008-2,Terça Feira,Tradicional,Rua,Min Godoy,1261,Perdizes,05015-001,Lapa,-23.5396918,-46.6732384,painel_prefeitura,Perdizes
3009-0,Terça Feira,Tradicional,Rua,Joinville,323,Ibirapuera,04008-010,Vila Mariana,-23.5811298,-46.6513128,painel_prefeitura,Moema
3010-4,Terça Feira,Tradicional,Rua,Conde Prates,466,Parque Da Mooca,03122-000,Mooca,-23.5676663,-46.5945341,painel_prefeitura,Mooca
3011-2,Terça Feira,Tradicional,Rua,Xavier De Almeida,650,Alto Do Ipiranga,04211-001,Ipiranga,-23.5918919,-46.6081744,painel_prefeitura,Ipiranga
3012-0,Terça Feira,Tradicional,Rua,Pires De Campos,197,Mooca,03182-020,Mooca,-23.5590835,-46.5932551,painel_prefeitura,Mooca
3013-9,Terça Feira,Tradicional,Rua,Decio Abramo,500,Agua Rasa,03178-030,Mooca,-23.5577692,-46.5857661,painel_prefeitura,Mooca
3014-7,Terça Feira,Tradicional,Rua,Alfredo Mario Pizzotti,370,Vila Guilherme,02060-040,Vila Maria/Vila Guilherme,-23.5180909,-46.604957,painel_prefeitura,Vila Guilherme
3015-5,Terça Feira,Tradicional,Rua,Andre Vidal C/ Alm Calheiros,100,Tatuapé,03065-070,Mooca,-23.5359465,-46.5769553,painel_prefeitura,Tatuape
3016-3,Terça Feira,Tradicional,Rua,Do Carreiro De Pedra,100,Vila Cruzeiro,04728-020,Santo Amaro,-23.6400221,-46.7152964,painel_prefeitura,Santo Amaro
3017-1,Terça Feira,Tradicional,Rua,Marcos Lopes C/ Silvania,345,Vila Nova Conceicao,04513-080,Vila Mariana,-23.5979025,-46.671474,painel_prefeitura,Moema
3018-0,Terça Feira,Tradicional,Rua,Afonso Celso,1500,Vila Mariana,04119-062,Vila Mariana,-23.6039584,-46.6351512,painel_prefeitura,Saude
3019-8,Terça Feira,Tradicional,Rua,Sepetiba,522,Vila Romana,05052-000,Lapa,-23.5337726,-46.7015704,painel_prefeitura,Lapa
3020-1,Terça Feira,Tradicional,Alameda,Dos Araes,1758,Planalto PauliSanta,04066-004,Vila Mariana,-23.6181498,-46.6595056,painel_prefeitura,Saude
3021-0,Terça Feira,Tradicional,Avenida,Jose Maria Witaker,1780,Planalto PauliSanta,04057-000,Vila Mariana,-23.6156055,-46.6437813,painel_prefeitura,Saude
3022-8,Terça Feira,Tradicional,Rua,Paracatu,730,São Judas,04302-022,Vila Mariana,-23.6219721,-46.6344463,painel_prefeitura,Saude
3023-6,Terça Feira,Tradicional,Rua,Brig Amilcar V Pederneiras,200,Vila Das Merces,04173-000,Ipiranga,-23.6383577,-46.6089405,painel_prefeitura,Sacoma
3024-4,Terça Feira,Tradicional,Rua,Mateus Gomes,50,Tatuapé,03089-060,Mooca,-23.5310989,-46.562215,painel_prefeitura,Tatuape
3025-2,Terça Feira,Tradicional,Rua,Quedas,567,Vila Mazzei,02082-030,Vila Maria/Vila Guilherme,-23.4959389,-46.6050216,painel_prefeitura,Vila Guilherme
3026-0,Terça Feira,Tradicional,Praça,Oscar Da Silva,500,Vila Guilherme,02067-000,Vila Maria/Vila Guilherme,-23.507442,-46.6011698,painel_prefeitura,Vila Guilherme
3027-9,Terça Feira,Tradicional,Rua,Indiana,1428,Santo Amaro,04562-002,Pinheiros,-23.6062742,-46.6898308,painel_prefeitura,Itaim Bibi
3029-5,Terça Feira,Tradicional,Avenida,Boschetti,234,Vila GuSantavo,02205-000,Vila Maria/Vila Guilherme,-23.490143,-46.5931551,painel_prefeitura,Vila Medeiros
3030-9,Terça Feira,Tradicional,Avenida,Benedito Estevao Dos Santos,1200,Vila Maria,02136-000,Vila Maria/Vila Guilherme,-23.4987269,-46.5826217,painel_prefeitura,Vila Maria
3031-7,Terça Feira,Tradicional,Rua,Aureliano Leal C Guatiaia,300,Agua Fria,02334-091,Santana/Tucuruvi,-23.4840339,-46.6215471,painel_prefeitura,Santana
3032-5,Terça Feira,Tradicional,Avenida,Maestro Vila Lobos,500,Parque Vitoria,02266-000,Santana/Tucuruvi,-23.477717,-46.598481,painel_prefeitura,Tucuruvi
3033-3,Terça Feira,Tradicional,Rua,Waldomiro Silveira,28,Imirim,02536-020,Casa Verde/Cachoeirinha,-23.4945979,-46.6475804,painel_prefeitura,Santana
3034-1,Terça Feira,Tradicional,Rua,Bartolomeu Bueno,200,Vila AnaSantacio,05093-020,Lapa,-23.516808,-46.7213664,painel_prefeitura,Lapa
3035-0,Terça Feira,Tradicional,Rua,Chico De Paula,61,Nossa Sénhora Do O,02926-000,Freguesia/Brasilândia,-23.4993746,-46.6987035,painel_prefeitura,Freguesia do O
3036-8,Terça Feira,Tradicional,Rua,Mario Schiopa,200,Agua Funda,04156-030,Ipiranga,-23.6323128,-46.6244656,painel_prefeitura,Cursino
3037-6,Terça Feira,Tradicional,Avenida,Waldomiro De Lima,437,Vila Guarani,04344-070,Jabaquara,-23.6384837,-46.6448984,painel_prefeitura,Jabaquara
3038-4,Terça Feira,Tradicional,Praça,Roberto Gomes Pedrosa,25,ESantadio Do Morumbi,05653-070,Butantã,-23.6000811,-46.7210113,painel_prefeitura,Morumbi
3039-2,Terça Feira,Tradicional,Avenida,Octacilio Tomanik,21,Rio Pequeno,05363-000,Butantã,-23.576619,-46.7428311,painel_prefeitura,Rio Pequeno
3040-6,Terça Feira,Tradicional,Rua,Jose Antunes Cerdeira,235,Parque America,04841-070,Capela do Socorro,-23.7370598,-46.6904873,painel_prefeitura,Grajau
3041-4,Terça Feira,Tradicional,Rua,Santa Gertrudes,400,Tatuapé,03408-020,Aricanduva/Formosa/Carrão,-23.5476165,-46.5537785,painel_prefeitura,Carrao
3043-0,Terça Feira,Tradicional,Rua,Mirandinha,399,Penha,03641-000,Penha,-23.5259661,-46.5367001,painel_prefeitura,Penha
3044-9,Terça Feira,Tradicional,Rua,Miguel Garcia,354,Vila PauliSantania,03720-170,Penha,-23.5027637,-46.5294822,painel_prefeitura,Cangaiba
3045-7,Terça Feira,Tradicional,Rua,Roque Petrela,300,Brooklin PauliSanta,04581-050,Pinheiros,-23.6204785,-46.6868636,painel_prefeitura,Itaim Bibi
3046-5,Terça Feira,Tradicional,Rua,Maria Jose Rangel,649,Jardim Prudencia,04650-180,Cidade Ademar,-23.6568034,-46.6724121,painel_prefeitura,Cidade Ademar
3047-3,Terça Feira,Tradicional,Avenida,Buenos Aires,300,Vila Buenos Aires,03736-020,Ermelino Matarazzo,-23.5115513,-46.514914,painel_prefeitura,Ponte Rasa
3048-1,Terça Feira,Tradicional,Rua,Francisco De Oliveira Braga,132,Vila Nova Granada,03659-090,Penha,-23.5221545,-46.5135548,painel_prefeitura,Penha
3049-0,Terça Feira,Tradicional,Rua,Assis Valente C Gil Ribeiro,666,Vila Guilhermina,03543-020,Penha,-23.5327135,-46.5123477,painel_prefeitura,Vila Matilde
3050-3,Terça Feira,Tradicional,Rua,Municipal,1213,Tres Maria,03661-000,Penha,-23.5269834,-46.4975473,painel_prefeitura,Penha
3051-1,Terça Feira,Tradicional,Rua,Ivoturucaia,411,Vila Curuca Velha,08030-040,Itaim Paulista,-23.4973791,-46.4249223,painel_prefeitura,Vila Curuca
3052-0,Terça Feira,Tradicional,Rua,Dr Joao Bizarro Da Nave,50,Vila Ema,03351-100,Mooca,-23.5718694,-46.5687529,painel_prefeitura,Agua Rasa
3053-8,Terça Feira,Tradicional,Rua,Joao Batistia Fanton,3,Vila Fonton,05203-180,Perus,-23.4086717,-46.7504548,painel_prefeitura,Perus
3054-6,Terça Feira,Tradicional,Rua,Tereza Bortolo,300,Jardim Tremembe,02352-150,Jaçanã/Tremembé,-23.4556932,-46.5947315,painel_prefeitura,Tremembe
3055-4,Terça Feira,Tradicional,Rua,Rolandia,50,Jaguare,05337-070,Lapa,-23.5508381,-46.750051,painel_prefeitura,Jaguare
3057-0,Terça Feira,Tradicional,Rua,Pinto Da Luz,50,Jardim Tialha,03276-110,Vila Prudente,-23.5772475,-46.5544819,painel_prefeitura,Sao Lucas
3058-9,Terça Feira,Tradicional,Rua,Itaicy,100,Santa Terezinha,02460-030,Santana/Tucuruvi,-23.4908885,-46.6360976,painel_prefeitura,Santana
3059-7,Terça Feira,Tradicional,Rua,Marques Do Recife,330,Vila Bancaria,02841-010,Freguesia/Brasilândia,-23.5898546,-46.522881,painel_prefeitura,Sapopemba
3060-0,Terça Feira,Tradicional,Avenida,Prof Carlos Caliolli,200,Parque Maria Luiza,03451-020,Aricanduva/Formosa/Carrão,-23.5587756,-46.5193905,painel_prefeitura,Aricanduva
3061-9,Terça Feira,Tradicional,Rua,Domingos Pires Brito,50,Parque São Lucas,03262-030,Vila Prudente,-23.5906099,-46.5506799,painel_prefeitura,Sao Lucas
3063-5,Terça Feira,Tradicional,Rua,Flor Cachoeira E S Do Teixeira,48,Vila Piaui,05109-220,Lapa,-23.5017923,-46.7603496,painel_prefeitura,Jaguara
3064-3,Terça Feira,Tradicional,Rua,Matias Teixeira,200,Bosque Da Saude,04136-170,Ipiranga,-23.6109758,-46.6233718,painel_prefeitura,Cursino
3065-1,Terça Feira,Tradicional,Praça,Benedito Calixto,100,Pinheiros,05406-040,Pinheiros,-23.5582096,-46.6804565,painel_prefeitura,Jardim Paulista
3067-8,Terça Feira,Tradicional,Rua,Dr Joao Toniolo,39,Jardim São JoSé,02932-000,Pirituba/Jaraguá,-23.4987516,-46.7094684,painel_prefeitura,Pirituba
3070-8,Terça Feira,Tradicional,Rua,Monte Alverne,200,Vila Santa Eulalia,04265-060,Ipiranga,-23.5854388,-46.6170632,painel_prefeitura,Ipiranga
3071-6,Terça Feira,Tradicional,Rua,Frederico Penteado Junior,20,Casa Verde,02517-100,Casa Verde/Cachoeirinha,-23.5062938,-46.6662181,painel_prefeitura,Casa Verde
3073-2,Terça Feira,Tradicional,Rua,Cap Mor Passos,225,Pari,03024-010,Mooca,-23.527565,-46.6155537,painel_prefeitura,Pari
3074-0,Terça Feira,Tradicional,Rua,Mal Marques Porto,120,Vila Nova York,03906-020,Aricanduva/Formosa/Carrão,-23.5809083,-46.5104652,painel_prefeitura,Aricanduva
3075-9,Terça Feira,Tradicional,Rua,Bento Quirino,399,Vila Talarico,03534-010,Penha,-23.5442297,-46.5104467,painel_prefeitura,Vila Matilde
3077-5,Terça Feira,Tradicional,Rua,Tomaz Antonio Vilane,353,Vila Santa Maria,02562-000,Casa Verde/Cachoeirinha,-23.4862061,-46.6743347,painel_prefeitura,Limao
3078-3,Terça Feira,Tradicional,Rua,Brig Henrique Fontenelle,10,Parque São Domingues,05125-000,Pirituba/Jaraguá,-23.507257,-46.7403807,painel_prefeitura,Sao Domingos
3079-1,Terça Feira,Tradicional,Rua,Jose Felix Alves Pacheco,209,Vila Brásilandia,02835-040,Freguesia/Brasilândia,-23.4704135,-46.6945029,painel_prefeitura,Brasilandia
3080-5,Terça Feira,Tradicional,Rua,Pedro Vitorato,474,Jardim Colorado,03387-010,Sapopemba,-23.5861183,-46.528146,painel_prefeitura,Sapopemba
3081-3,Terça Feira,Tradicional,Rua,Marambaia,25,Casa Verde,02513-000,Casa Verde/Cachoeirinha,-23.510103,-46.6512716,painel_prefeitura,Casa Verde
3082-1,Terça Feira,Tradicional,Rua,Pitagoras,579,Jardim Coimbra,03693-010,Penha,-23.5319951,-46.4793448,painel_prefeitura,Artur Alvim
3083-0,Terça Feira,Tradicional,Rua,Rizzieri Negrini,199,Vila Arapua,04257-143,Ipiranga,-23.6352526,-46.5922456,painel_prefeitura,Sacoma
3084-8,Terça Feira,Tradicional,Avenida,Manoel Dos Santos Braga,50,Limoeiro,03807-320,São Miguel,-23.507599,-46.4688171,painel_prefeitura,Vila Jacui
3085-6,Terça Feira,Tradicional,Rua,Das Paineiras,353,Veleiros,04771-080,Capela do Socorro,-23.6822041,-46.7121093,painel_prefeitura,Socorro
3087-2,Terça Feira,Tradicional,Rua,Estevam Fernandes,17,Piraporinha,04913-140,M'Boi Mirim,-23.6746177,-46.7411818,painel_prefeitura,Jardim Sao Luis
3090-2,Terça Feira,Tradicional,Rua,Salvador Rodrigues Negrao,100,Vila ConSantancia,04401-160,Cidade Ademar,-23.6701385,-46.6660404,painel_prefeitura,Cidade Ademar
3092-9,Terça Feira,Tradicional,Rua,Belizario Benites,115,Jardim Veronia,03816-120,Ermelino Matarazzo,-23.485886,-46.4873288,painel_prefeitura,Ermelino Matarazzo
3093-7,Terça Feira,Tradicional,Avenida,Mendonca E Vasconcelos,300,Jardim Ester,08330-260,São Mateus,-23.6219229,-46.4644307,painel_prefeitura,Sao Rafael
3094-5,Terça Feira,Tradicional,Rua,Estevao Dias Vergara,100,Jardim Nsra Do Carmo,08275-120,Itaquera,-23.5679201,-46.4825246,painel_prefeitura,Cidade Lider
3095-3,Terça Feira,Tradicional,Rua,Frei Antonio Faggiano,41,Itaquera,08255-140,Itaquera,-23.5505714,-46.4259858,painel_prefeitura,Jose Bonifacio
3097-0,Terça Feira,Tradicional,Rua,Rio Hipiaugui,1,Jardim Planalto,03982-045,Sapopemba,-23.6089311,-46.5143908,painel_prefeitura,Sapopemba
3098-8,Terça Feira,Tradicional,Rua,Jose Da Penha,100,Jardim Danfer,03729-150,Penha,-23.5040786,-46.5056848,painel_prefeitura,Cangaiba
3099-6,Terça Feira,Tradicional,Avenida,Itaim,150,Itaim PauliSanta,08110-650,Itaim Paulista,-23.4920772,-46.3914349,painel_prefeitura,Itaim Paulista
3100-3,Terça Feira,Tradicional,Rua,Rosario Scamarti,5,Jardim Jangadeiro,05883-000,Campo Limpo,-23.681548,-46.7811917,painel_prefeitura,Capao Redondo
3101-1,Terça Feira,Tradicional,Rua,Salgueiro Do Campo,85,Jardim Ibirapuera,05814-210,M'Boi Mirim,-23.6574235,-46.7328998,painel_prefeitura,Jardim Sao Luis
3102-0,Terça Feira,Tradicional,Rua,Plinio Salgado,21,Butantã,05537-080,Butantã,-23.5863656,-46.7368773,painel_prefeitura,Butanta
3103-8,Terça Feira,Tradicional,Rua,Carlos Nahas,5,Jardim Rosana,05795-160,Campo Limpo,-23.6462567,-46.7791857,painel_prefeitura,Campo Limpo
3104-6,Terça Feira,Tradicional,Avenida,Vaticano,4,Jardim Joao Xxiii,05569-120,Butantã,-23.6006192,-46.795343,painel_prefeitura,Raposo Tavares
3106-2,Terça Feira,Tradicional,Rua,Mons Joao Pedro Fusenig,166,Jardim Santa Gertrudes,04918-210,M'Boi Mirim,-23.6920686,-46.7425107,painel_prefeitura,Jardim Sao Luis
3110-0,Terça Feira,Tradicional,Avenida,Pau D'Arco Roxo,220,Cid Pedro JoSé Nunes,08061-030,São Miguel,-23.5023627,-46.4647807,painel_prefeitura,Vila Jacui
3111-9,Terça Feira,Tradicional,Rua,Inaja Guacu,500,Vila Progresso,08240-530,São Miguel,-23.5199526,-46.4399404,painel_prefeitura,Sao Miguel
3112-7,Terça Feira,Tradicional,Rua,Joao Lopes De Lima,300,Jardim Sapopemba,03976-020,Sapopemba,-23.6138861,-46.5003079,painel_prefeitura,Sapopemba
3113-5,Terça Feira,Tradicional,Rua,Amazonas Marcondes,45,Cocaia,04851-230,Capela do Socorro,-23.7535688,-46.6685273,painel_prefeitura,Grajau
3116-0,Terça Feira,Tradicional,Rua,Itatiba Do Sul,100,Jardim ViSanta Alegre,02878-100,Freguesia/Brasilândia,-23.4509091,-46.684267,painel_prefeitura,Brasilandia
3118-6,Terça Feira,Tradicional,Rua,Monte São Martinho,349,Jardim Santa Cruz,02674-020,Casa Verde/Cachoeirinha,-23.4592588,-46.6684148,painel_prefeitura,Cachoeirinha
3124-0,Terça Feira,Tradicional,Rua,Francisco Antonio Meira,10,Jardim Maia,08180-270,São Miguel,-23.4892871,-46.4150553,painel_prefeitura,Jardim Helena
3127-5,Terça Feira,Tradicional,Rua,Lagoa Cajuba,38,Jardim Campos,08160-120,Itaim Paulista,-23.5080142,-46.4067551,painel_prefeitura,Vila Curuca
3129-1,Terça Feira,Tradicional,Rua,Gil Eanes,44,Campo Belo,04601-040,Santo Amaro,-23.6180522,-46.6799328,painel_prefeitura,Campo Belo
3132-1,Terça Feira,Tradicional,Rua,Henrique Roschel Christi,344,Jardim Dos Alamos,04883-255,Parelheiros,-23.8088905,-46.7373271,painel_prefeitura,Parelheiros
3134-8,Terça Feira,Tradicional,Rua,Cachoeira De Minas,50,Jardim Santa Adelia,03973-050,São Mateus,-23.6169923,-46.4792537,painel_prefeitura,Sao Mateus
3135-6,Terça Feira,Tradicional,Rua,Higino Pellegrini,S/N,Agua Branca,05001-100,Lapa,-23.5266236,-46.67662,painel_prefeitura,Barra Funda
3137-2,Terça Feira,Tradicional,Rua,Prof Tamandare De Toledo,100,Jardim PauliSanta,04532-020,Pinheiros,-23.5834005,-46.674976,painel_prefeitura,Itaim Bibi
3139-9,Terça Feira,Tradicional,Rua,Bartolomeu Quadros,10,Cangaiba,03714-000,Penha,-23.5104905,-46.5431982,painel_prefeitura,Cangaiba
3140-2,Terça Feira,Tradicional,Rua,Flor De Pelicano,50,Jardim Casa Pintada,08230-820,Itaquera,-23.5182268,-46.4473519,painel_prefeitura,Itaquera
3142-9,Terça Feira,Tradicional,Avenida,Antonio Bernardo Silvestre,10,Vila São Silvestre,08011-390,São Miguel,-23.4977528,-46.4425615,painel_prefeitura,Sao Miguel
3144-5,Terça Feira,Tradicional,Rua,Americo De Campos,100,Liberdade,01506-010,Sé,-23.5572073,-46.6346865,painel_prefeitura,Liberdade
3145-3,Terça Feira,Tradicional,Rua,Voltaire C/ Pedro Nicole,302,Jardim Vila Mariana,04116-090,Vila Mariana,-23.5942681,-46.6254383,painel_prefeitura,Vila Mariana
3146-1,Terça Feira,Tradicional,Rua,Comte Carlos Rhul,50,Vila Princesa Isabel,08410-130,Guaianases,-23.5448833,-46.4142657,painel_prefeitura,Guaianases
3147-0,Terça Feira,Tradicional,Rua,Ciriaco Jimenez,50,Parque Nacoes Unidas,02996-070,Pirituba/Jaraguá,-23.4424289,-46.7356749,painel_prefeitura,Jaragua
3149-6,Terça Feira,Tradicional,Rua,Seritinga,20,São Mateus,03934-120,São Mateus,-23.5917137,-46.5013183,painel_prefeitura,Sao Mateus
3151-8,Terça Feira,Tradicional,Rua,Arvore De Cera,37,Jardim Nova Curuca,08032-270,Itaim Paulista,-23.5142369,-46.4272959,painel_prefeitura,Vila Curuca
3153-4,Terça Feira,Noturna,Rua,Henri Cross,200,Jardim Santa Emilia,04184-010,Ipiranga,-23.6483914,-46.5998884,painel_prefeitura,Sacoma
3155-0,Terça Feira,Tradicional,Rua,Heliodoro Paiva,50,Jard M AuguSanto,08371-100,São Mateus,-23.5973156,-46.4476835,painel_prefeitura,Iguatemi
3157-7,Terça Feira,Tradicional,Rua,Afonso Furtado De Castro,50,Jardim Santo Andre,08390-140,São Mateus,-23.6255356,-46.4457278,painel_prefeitura,Sao Rafael
