id,dia,categoria,tipo_logradouro,logradouro,numero,bairro,cep,subprefeitura,lat,lng,geocode_status,distrito
4306-0,Quarta Feira,Tradicional,Rua,Forte William,3,Vila Andrade,05704-110,Campo Limpo,-23.6297835,-46.7200732,painel_prefeitura,Vila Andrade
4380-0,Quarta Feira,Noturna,Rua,Paulo Marques,10,Vila Vidal,03616-210,Penha,-23.5147373,-46.5265628,painel_prefeitura,Penha
4386-9,Quarta Feira,Tradicional,Travessa,São Gabriel Da Cachoeira,386,Jardim Iris,05144-085,Pirituba/Jaraguá,-23.5003966,-46.7192759,painel_prefeitura,Pirituba
4390-7,Quarta Feira,Tradicional,Rua,Andrea Feliciani,10,Artur Alvim,03591-020,Penha,-23.550586,-46.4806019,painel_prefeitura,Artur Alvim
4400-8,Quarta Feira,Tradicional,Rua,Adutora Do Rio Claro,15,Vila Regente Feijo,03924-300,Sapopemba,-23.57352,-46.5662588,painel_prefeitura,Agua Rasa
4401-6,Quarta Feira,Noturna,Rua,Augustin Luberti,100,Fazenda Juta,03977-409,Sapopemba,-23.6175699,-46.4880939,painel_prefeitura,Sapopemba
4402-4,Quarta Feira,Tradicional,Rua,Quebedo E Vasconcelos,S/N,São Mateus,03952-040,São Mateus,-23.590164,-46.4830463,painel_prefeitura,Sao Mateus
4415-6,Quarta Feira,Tradicional,Rua,Enxovia,454,Santo Amaro,04711-030,Santo Amaro,-23.6278558,-46.7002561,painel_prefeitura,Santo Amaro
4421-0,Quarta Feira,Noturna,Avenida,Eng Caetano Alvares,6550,Imirim,02413-200,Santana/Tucuruvi,-23.4795526,-46.6281329,painel_prefeitura,Mandaqui
4438-5,Quarta Feira,Noturna,Praça,Aleixo Monteiro Mafra,20,São Miguel,08011-010,São Miguel,-23.4922375,-46.4455287,painel_prefeitura,Sao Miguel
4494-6,Quarta Feira,Tradicional,Rua,Preta,1320,Jardim Iris,05092-040,Pirituba/Jaraguá,-23.5034642,-46.7153691,painel_prefeitura,Pirituba
4724-4,Quarta Feira,Tradicional,Rua,Musica Aquatica,40,Jardim Duprat,05853-360,M'Boi Mirim,-23.6595158002,-46.75017975,painel_prefeitura,Jardim Sao Luis
4760-0,Quarta Feira,Tradicional,Rua,Desem Fausto Whitaker M Alvim,7,Itaim PauliSanta,08130-350,Itaim Paulista,-23.5031184,-46.3659945,painel_prefeitura,Itaim Paulista
4780-5,Quarta Feira,Tradicional,Rua,Jusseape,0,Itaim Bibi,04542-110,Pinheiros,-23.58783846,-46.68419636,painel_prefeitura,Itaim Bibi
4797-0,Quarta Feira,Tradicional,Rua,Quirino Dos Santos,362,Barra Funda,01141-020,Lapa,-23.521815,-46.6643253,painel_prefeitura,Barra Funda
4851-8,Quarta Feira,Tradicional,Praça,Gal Gentil Falcao,0,Cidade Moncoes,04571-150,Pinheiros,-23.6054062,-46.6931296,painel_prefeitura,Itaim Bibi
4904-2,Quarta Feira,Noturna,Rua,Centralina,123,GuaianaSés,08410-100,Guaianases,-23.5437068,-46.4158717,painel_prefeitura,Guaianases
4935-2,Quarta Feira,Tradicional,Rua,Manuel Borba,189,Santo Amaro,04743-010,Santo Amaro,-23.653242,-46.7047146,painel_prefeitura,Santo Amaro
5000-8,Quinta Feira,Noturna,Rua,Francisco Lema,50,Jardim Apura,04257-000,Ipiranga,-23.631454,-46.593494,painel_prefeitura,Sacoma
5001-6,Quinta Feira,Tradicional,Rua,Itarare,295,Bela ViSanta,01308-030,Sé,-23.5554294,-46.6549559,painel_prefeitura,Bela Vista
5002-4,Quinta Feira,Tradicional,Rua,Tapes,680,Jardim Aeroporto,04631-011,Santo Amaro,-23.6329183,-46.6623831,painel_prefeitura,Campo Belo
5003-2,Quinta Feira,Tradicional,Rua,Antonio Coruja,67,Bom Retiro,01126-030,Sé,-23.5272251,-46.6374063,painel_prefeitura,Bom Retiro
5004-0,Quinta Feira,Tradicional,Rua,Teodoreto Souto,957,Cambuci,01539-000,Sé,-23.5732305,-46.6213201,painel_prefeitura,Cambuci
5005-9,Quinta Feira,Tradicional,Rua,Barao De Capanema,100,Jardim America,01411-010,Pinheiros,-23.5686802,-46.6641898,painel_prefeitura,Jardim Paulista
5006-7,Quinta Feira,Tradicional,Rua,Silva Teles,1528,Belenzinho,03026-000,Mooca,-23.5262768,-46.6061797,painel_prefeitura,Belem
5007-5,Quinta Feira,Tradicional,Rua,Irma Carolina,50,Belenzinho,03058-040,Mooca,-23.5395464,-46.5888902,painel_prefeitura,Belem
5008-3,Quinta Feira,Tradicional,Rua,Prof Machado Tolosa,90,Belenzinho,03171-030,Mooca,-23.5489474,-46.5921723,painel_prefeitura,Mooca
5009-1,Quinta Feira,Tradicional,Praça,Charles Muller,0,Pacaembu,01234-010,Sé,-23.54467,-46.6650304,painel_prefeitura,Consolacao
5010-5,Quinta Feira,Tradicional,Rua,Aimbere C Caiubi,501,Perdizes,05018-010,Lapa,-23.5397561,-46.6729953,painel_prefeitura,Perdizes
5011-3,Quinta Feira,Tradicional,Rua,Dr Mario Vicente,1199,Ipiranga,04270-002,Ipiranga,-23.59416,-46.6128238,painel_prefeitura,Ipiranga
5012-1,Quinta Feira,Tradicional,Rua,Cel Lisboa C/ Estado De Israel,60,Planalto PauliSanta,04020-040,Vila Mariana,-23.5945937,-46.6402623,painel_prefeitura,Vila Mariana
5013-0,Quinta Feira,Tradicional,Rua,Lino Coutinho,1000,Sacoma,04207-001,Ipiranga,-23.5922044,-46.6025216,painel_prefeitura,Ipiranga
5014-8,Quinta Feira,Tradicional,Rua,Antonio Bicudo,50,Cerqueira Cesar,05418-010,Pinheiros,-23.567094,-46.687634,painel_prefeitura,Pinheiros
5015-6,Quinta Feira,Tradicional,Rua,Florianopolis,50,Alto Da Mooca,03185-050,Mooca,-23.5606016,-46.5842008,painel_prefeitura,Agua Rasa
5016-4,Quinta Feira,Tradicional,Rua,Domingos Da Fonseca,321,Vila Prudente,03125-040,Mooca,-23.5759519,-46.588948,painel_prefeitura,Mooca
5017-2,Quinta Feira,Tradicional,Rua,Visconde De Itaboray,250,Tatuapé,03308-050,Mooca,-23.5421925,-46.5730745,painel_prefeitura,Tatuape
5018-0,Quinta Feira,Tradicional,Rua,Silva Coutinho,50,Vila Prudente,03192-070,Mooca,-23.5713414,-46.5809954,painel_prefeitura,Agua Rasa
5020-2,Quinta Feira,Tradicional,Rua,Campante,1000,Vila Carioca,04224-010,Ipiranga,-23.6010922,-46.5899093,painel_prefeitura,Ipiranga
5022-9,Quinta Feira,Tradicional,Praça,Bras Goncalves,100,Jardim Da Saude,04148-040,Ipiranga,-23.6136238,-46.6189488,painel_prefeitura,Cursino
5023-7,Quinta Feira,Tradicional,Rua,Guaracininga,200,Vila Guilherme,02069-020,Vila Maria/Vila Guilherme,-23.505937,-46.6136391,painel_prefeitura,Vila Guilherme
5024-5,Quinta Feira,Tradicional,Rua,Catapara,87,Vila Guilherme,02073-010,Vila Maria/Vila Guilherme,-23.5006399,-46.6080836,painel_prefeitura,Vila Guilherme
5025-3,Quinta Feira,Tradicional,Rua,Silveira Rodrigues C/ Mario,35,Vila Romana,05048-070,Lapa,-23.531672,-46.6945292,painel_prefeitura,Lapa
5026-1,Quinta Feira,Tradicional,Rua,Antonio Pereira De Souza,100,Santana,02404-060,Santana/Tucuruvi,-23.4902538,-46.627181,painel_prefeitura,Santana
5027-0,Quinta Feira,Tradicional,Rua,Madalena Madureira,54,Casa Verde,02551-040,Casa Verde/Cachoeirinha,-23.5040111,-46.6684777,painel_prefeitura,Limao
5028-8,Quinta Feira,Tradicional,Rua,Agostinho Cantu C/ Romao Gomes,1,Butantã,05501-010,Butantã,-23.569156,-46.7052837,painel_prefeitura,Butanta
5029-6,Quinta Feira,Tradicional,Rua,Platina,10,Tatuapé,03308-010,Mooca,-23.539019,-46.5609003,painel_prefeitura,Tatuape
5030-0,Quinta Feira,Tradicional,Rua,Dom Joao V C Sacadura Cabral,85,Alto Da Lapa,05075-060,Lapa,-23.5213879,-46.7103643,painel_prefeitura,Lapa
5031-8,Quinta Feira,Tradicional,Avenida,Ceci,1828,Planalto PauliSanta,04065-003,Vila Mariana,-23.6252263,-46.6479738,painel_prefeitura,Saude
5032-6,Quinta Feira,Tradicional,Rua,Alvaro Gomes,100,Santana,02421-010,Santana/Tucuruvi,-23.4750814,-46.6324901,painel_prefeitura,Mandaqui
5033-4,Quinta Feira,Tradicional,Rua,Dentista Barreto,120,Vila Carrao,03420-000,Aricanduva/Formosa/Carrão,-23.542208,-46.5415364,painel_prefeitura,Carrao
5034-2,Quinta Feira,Tradicional,Rua,Piramboia,450,Vila Santa Izabel,03425-030,Aricanduva/Formosa/Carrão,-23.5536263,-46.539732,painel_prefeitura,Carrao
5035-0,Quinta Feira,Tradicional,Rua,Dr Jose Cassio Soares,100,Parque São Lucas,03240-020,Vila Prudente,-23.5970175,-46.5459473,painel_prefeitura,Sao Lucas
5036-9,Quinta Feira,Tradicional,Rua,Alianca Liberal,500,Vila Leopoldina,05088-020,Lapa,-23.5222522,-46.7266095,painel_prefeitura,Vila Leopoldina
5037-7,Quinta Feira,Tradicional,Rua,Augusto Gil,207,Vila Nova Cachoeirinha,02670-070,Casa Verde/Cachoeirinha,-23.465947,-46.6658238,painel_prefeitura,Cachoeirinha
5038-5,Quinta Feira,Tradicional,Rua,Columbia,100,Vila Brásilandia,02844-040,Freguesia/Brasilândia,-23.4729938,-46.6893505,painel_prefeitura,Brasilandia
5039-3,Quinta Feira,Tradicional,Avenida,Miguel De Castro,1023,Vila Zatt,02950-000,Pirituba/Jaraguá,-23.4774894,-46.7191725,painel_prefeitura,Pirituba
5040-7,Quinta Feira,Tradicional,Rua,Liliental,734,Tucuruvi,02231-000,Jaçanã/Tremembé,-23.4749668,-46.5655454,painel_prefeitura,Jacana
5041-5,Quinta Feira,Tradicional,Rua,Dr Augusto S Lopes,200,Eng Goulart,03725-080,Penha,-23.4987783,-46.5160603,painel_prefeitura,Cangaiba
5042-3,Quinta Feira,Tradicional,Rua,Franklin Magalhaes,289,Santa Catarina,04374-000,Jabaquara,-23.6507916,-46.6549132,painel_prefeitura,Jabaquara
5043-1,Quinta Feira,Tradicional,Rua,Vitoria Simionato,58,Ermelino Matarazzo,03808-170,Ermelino Matarazzo,-23.4945604,-46.4779922,painel_prefeitura,Ermelino Matarazzo
5044-0,Quinta Feira,Tradicional,Avenida,Maraial,323,Jardim Nordeste,03691-010,Penha,-23.5349096,-46.4851906,painel_prefeitura,Artur Alvim
5045-8,Quinta Feira,Tradicional,Rua,Bento Vieira Castro,344,Itaquera,08240-150,Itaquera,-23.5291607,-46.4523751,painel_prefeitura,Itaquera
5046-6,Quinta Feira,Tradicional,Rua,Vereda Do Paraiso,18,Itaim PauliSanta,08110-300,Itaim Paulista,-23.4991895,-46.4058618,painel_prefeitura,Itaim Paulista
5047-4,Quinta Feira,Tradicional,Avenida,Alberto Byington,500,Vila Maria,02127-000,Vila Maria/Vila Guilherme,-23.508102,-46.5863742,painel_prefeitura,Vila Maria
5048-2,Quinta Feira,Tradicional,Rua,Manoel Gaya,26,Vila Mazzei,02313-000,Jaçanã/Tremembé,-23.467965,-46.5935799,painel_prefeitura,Jacana
5049-0,Quinta Feira,Tradicional,Avenida,Mata Machado,50,Vila Califórnia,03215-000,Vila Prudente,-23.6052484,-46.5589534,painel_prefeitura,Vila Prudente
5050-4,Quinta Feira,Tradicional,Rua,Moinho Velho,135,Vila Nigri,02832-080,Freguesia/Brasilândia,-23.4960178,-46.7071569,painel_prefeitura,Freguesia do O
5052-0,Quinta Feira,Tradicional,Rua,Joao Cachoeira C/ Dr F Haidar,1600,Vila Olimpia,04535-008,Pinheiros,-23.5947499,-46.6745955,painel_prefeitura,Itaim Bibi
5053-9,Quinta Feira,Tradicional,Rua,Elias De Souza Pinto,37,Vila Albertina,02357-060,Jaçanã/Tremembé,-23.4487241,-46.6127344,painel_prefeitura,Tremembe
5054-7,Quinta Feira,Tradicional,Rua,Andre Natale,98,Jardim Popular,03670-020,Ermelino Matarazzo,-23.5163048,-46.5068881,painel_prefeitura,Ponte Rasa
5055-5,Quinta Feira,Tradicional,Rua,Sandoval Ferreira Cabral,50,Vila Jaguara,05135-330,Pirituba/Jaraguá,-23.4990113,-46.7490856,painel_prefeitura,Sao Domingos
5056-3,Quinta Feira,Tradicional,Rua,Solidonio Leite,50,Vila Diva,03275-000,Sapopemba,-23.5778802,-46.5570412,painel_prefeitura,Sao Lucas
5057-1,Quinta Feira,Tradicional,Rua,Eugenio De Medeiros,200,Pinheiros,05425-010,Pinheiros,-23.5694872,-46.7001386,painel_prefeitura,Pinheiros
5058-0,Quinta Feira,Tradicional,Avenida,Ouro Verde De Minas,100,Vila Iv Centenario,03937-090,São Mateus,-23.5887237,-46.5015583,painel_prefeitura,Sao Mateus
5059-8,Quinta Feira,Tradicional,Rua,Conde De Porto Alegre,100,Campo Belo,04606-000,Santo Amaro,-23.6297243,-46.6802964,painel_prefeitura,Campo Belo
5060-1,Quinta Feira,Tradicional,Rua,Realengo,132,Vila Ida,05451-030,Pinheiros,-23.5433034,-46.703362,painel_prefeitura,Alto de Pinheiros
5061-0,Quinta Feira,Tradicional,Rua,Sold Jose Vicente De Paula,200,Vila Maria,02180-020,Vila Maria/Vila Guilherme,-23.5207632,-46.5663966,painel_prefeitura,Vila Maria
5062-8,Quinta Feira,Tradicional,Rua,Luiz Carlos Facchini,50,Vila Facchini,04324-160,Jabaquara,-23.6567665,-46.6366902,painel_prefeitura,Jabaquara
5063-6,Quinta Feira,Tradicional,Rua,Gal Porfirio Da Paz,371,Jardim Grimaldi,03918-000,Sapopemba,-23.5959765,-46.5140245,painel_prefeitura,Sapopemba
5064-4,Quinta Feira,Tradicional,Rua,Dos Andradas,335,Santa Efigenia,01208-001,Sé,-23.5377545,-46.6385519,painel_prefeitura,Republica
5065-2,Quinta Feira,Tradicional,Praça,Dr Curado Fleury,20,Jardim Maria Estela,04180-000,Ipiranga,-23.637613,-46.5949373,painel_prefeitura,Sacoma
5066-0,Quinta Feira,Tradicional,Rua,Fragata Da Constituicao,1,Parada De Taipas,02986-080,Pirituba/Jaraguá,-23.4327367,-46.7122185,painel_prefeitura,Jaragua
5067-9,Quinta Feira,Tradicional,Rua,Jose Cocciuffo,100,Alto Do Ipiranga,04121-120,Ipiranga,-23.6021281,-46.6164002,painel_prefeitura,Cursino
5068-7,Quinta Feira,Tradicional,Avenida,Araicas,254,Jaguare,05343-010,Lapa,-23.5533835,-46.7501064,painel_prefeitura,Jaguare
5069-5,Quinta Feira,Tradicional,Rua,Martinho Vaz De Barros,5,Campo Limpo,05786-150,Campo Limpo,-23.6337486,-46.772289,painel_prefeitura,Campo Limpo
5070-9,Quinta Feira,Tradicional,Rua,São Guilherme,7377,Cid Dutra,04806-040,Capela do Socorro,-23.7091574,-46.7020309,painel_prefeitura,Cidade Dutra
5071-7,Quinta Feira,Tradicional,Avenida,Invernada,351,Congonhas,04612-060,Santo Amaro,-23.6250476,-46.6632858,painel_prefeitura,Campo Belo
5073-3,Quinta Feira,Tradicional,Rua,Dr Renato Bueno Neto,5,Jardim Catanduva,05767-350,Campo Limpo,-23.6374849,-46.7608953,painel_prefeitura,Campo Limpo
5074-1,Quinta Feira,Tradicional,Rua,Da Paz,1600,Chac Santo Antonio,04713-002,Santo Amaro,-23.6283989,-46.7033948,painel_prefeitura,Santo Amaro
5075-0,Quinta Feira,Tradicional,Avenida,Augusto De Castro,32,Pedreira,04466-090,Cidade Ademar,-23.6922796,-46.6602627,painel_prefeitura,Pedreira
5077-6,Quinta Feira,Tradicional,Rua,Joao Gomes Batista,420,Jardim Cidalia,04652-160,Cidade Ademar,-23.6599479,-46.6681698,painel_prefeitura,Cidade Ademar
5078-4,Quinta Feira,Tradicional,Avenida,Celso Dos Santos,90,Santo Amaro,04658-240,Cidade Ademar,-23.6645596,-46.6707102,painel_prefeitura,Cidade Ademar
5079-2,Quinta Feira,Tradicional,Rua,Tte Godofredo Cerqueira Leite,213,Jardim Sapopemba,03977-000,Sapopemba,-23.6161996,-46.4978539,painel_prefeitura,Sapopemba
5080-6,Quinta Feira,Tradicional,Avenida,Moacir Dantas Itapicuru,135,Cid Nova S Miguel,08042-290,São Miguel,-23.5118143,-46.4339564,painel_prefeitura,Sao Miguel
5081-4,Quinta Feira,Tradicional,Rua,Luca De Marenzio,130,Jardim Vaz De Lima,05833-350,M'Boi Mirim,-23.6713114,-46.7590313,painel_prefeitura,Jardim Sao Luis
5082-2,Quinta Feira,Tradicional,Rua,Pde Alarico Zacarias,21,Vila Maria Luiza,05371-020,Butantã,-23.5855581,-46.7557743,painel_prefeitura,Rio Pequeno
5083-0,Quinta Feira,Tradicional,Rua,Ananai,37,Vila Nova Curaca,08032-370,Itaim Paulista,-23.5165497,-46.4230885,painel_prefeitura,Vila Curuca
5084-9,Quinta Feira,Tradicional,Rua,Belchior Felix,30,Parque Fig Grande,04914-120,M'Boi Mirim,-23.6759353,-46.7477214,painel_prefeitura,Jardim Sao Luis
5085-7,Quinta Feira,Tradicional,Rua,Hermenegildo Gois Parente,110,Jardim Lisboa,03678-000,Ermelino Matarazzo,-23.5181424,-46.49116,painel_prefeitura,Ponte Rasa
5086-5,Quinta Feira,Tradicional,Rua,Colonial Do Irai,250,Jardim Maggi,02982-110,Pirituba/Jaraguá,-23.4547738,-46.7171694,painel_prefeitura,Pirituba
5088-1,Quinta Feira,Tradicional,Rua,Prof Joao De Lorenzo,32,Jardim São Jorge,05567-010,Butantã,-23.5968672,-46.7819366,painel_prefeitura,Raposo Tavares
5092-0,Quinta Feira,Tradicional,Rua,Vistosa De Madre De Deus,51,Jardim Noemia,08180-110,São Miguel,-23.4891283,-46.4110779,painel_prefeitura,Jardim Helena
5093-8,Quinta Feira,Tradicional,Rua,Cap Jose Leite,723,Vila Matilde,03510-010,Penha,-23.5420513,-46.5283995,painel_prefeitura,Vila Matilde
5096-2,Quinta Feira,Tradicional,Avenida,Carlos Alberto Bastos Machado,100,Cocaia,04856-080,Capela do Socorro,-23.7646429,-46.6957167,painel_prefeitura,Grajau
5098-9,Quinta Feira,Tradicional,Rua,Silvio Torres,10,Itaquera Cohab I,03589-010,Penha,-23.5536648,-46.4900939,painel_prefeitura,Artur Alvim
5099-7,Quinta Feira,Tradicional,Avenida,Lourival Fontes,50,Jardim Planalto,03983-010,Sapopemba,-23.6094894,-46.5058654,painel_prefeitura,Sapopemba
5103-9,Quinta Feira,Tradicional,Rua,Dr Ignacio Proenca Gouveia,1031,Parque Peruche,02534-010,Casa Verde/Cachoeirinha,-23.4938658,-46.6562393,painel_prefeitura,Casa Verde
5104-7,Quinta Feira,Tradicional,Rua,Honorio Emiliano Bueno,155,Ponte Raza,03884-100,Ermelino Matarazzo,-23.5105415,-46.4857253,painel_prefeitura,Ponte Rasa
5105-5,Quinta Feira,Tradicional,Rua,Lirio Da Serra,2,Jardim Das Camelias,08050-460,São Miguel,-23.5132991,-46.4624842,painel_prefeitura,Vila Jacui
5106-3,Quinta Feira,Tradicional,Avenida,Da Justica,10,Vila Rui Barbosa,03734-140,Penha,-23.5108964,-46.5265377,painel_prefeitura,Cangaiba
5108-0,Quinta Feira,Tradicional,Rua,Rosalia De Castro,559,Vila Campestre,04330-100,Jabaquara,-23.658815,-46.6446604,painel_prefeitura,Jabaquara
5111-0,Quinta Feira,Tradicional,Rua,Mario Wilches,10,Jardim Maria Borba,04858-390,Parelheiros,-23.7712485,-46.713909,painel_prefeitura,Parelheiros
5112-8,Quinta Feira,Tradicional,Praça,Bom Pastor,462,Itaquera,08420-640,Itaquera,-23.5478192,-46.4343841,painel_prefeitura,Jose Bonifacio
5116-0,Quinta Feira,Tradicional,Rua,Gaetano Donizetti,100,Parque Brásil,04843-110,Capela do Socorro,-23.7372423,-46.6944299,painel_prefeitura,Grajau
5118-7,Quinta Feira,Tradicional,Rua,Aguias Reais,1,Jardim Elba,03978-400,Sapopemba,-23.62306,-46.50539,painel_prefeitura,Sapopemba
5119-5,Quinta Feira,Tradicional,Rua,Jeronimo Fernandes,32,Jardim Guarau,05549-200,Butantã,-23.5976185,-46.7663557,painel_prefeitura,Raposo Tavares
5120-9,Quinta Feira,Tradicional,Avenida,Dos Texteis,800,Itaquera,08490-600,Cidade Tiradentes,-23.5891399,-46.4057402,painel_prefeitura,Cidade Tiradentes
5123-3,Quinta Feira,Tradicional,Rua,Caxiu,50,Vila Campanela,08225-330,Itaquera,-23.5339692,-46.4677502,painel_prefeitura,Itaquera
5125-0,Quinta Feira,Tradicional,Rua,Cubas De Mendonca,50,Jardim Iguatemi,08380-180,São Mateus,-23.600304,-46.4428197,painel_prefeitura,Iguatemi
5129-2,Quinta Feira,Tradicional,Rua,Monsenhor Salim,12,Jardim Miliunas,08111-180,Itaim Paulista,-23.4877843,-46.3835704,painel_prefeitura,Itaim Paulista
5130-6,Quinta Feira,Tradicional,Rua,Souza Carvalho,21,Jardim Guarani,02851-030,Freguesia/Brasilândia,-23.4610001,-46.6881002,painel_prefeitura,Brasilandia
5133-0,Quinta Feira,Tradicional,Avenida,Roland Garros,1000,Vila Ede,02235-000,Vila Maria/Vila Guilherme,-23.4792322,-46.578174,painel_prefeitura,Vila Medeiros
5135-7,Quinta Feira,Tradicional,Rua,Praia De Torres,50,Vila Carmosina,08270-220,Itaquera,-23.5614833,-46.4652053,painel_prefeitura,Parque do Carmo
5137-3,Quinta Feira,Tradicional,Rua,Pio Xii,1,Bela ViSanta,01322-030,Sé,-23.5656953,-46.6415296,painel_prefeitura,Bela Vista
5140-3,Quinta Feira,Tradicional,Rua,Alfaro,391,Vila Rica,03911-040,Aricanduva/Formosa/Carrão,-23.5822802,-46.5198634,painel_prefeitura,Aricanduva
5141-1,Quinta Feira,Tradicional,Rua,Joao Barbosa De Lima,38,Jardim Robru,08150-200,Itaim Paulista,-23.5198006,-46.4105334,painel_prefeitura,Vila Curuca
5143-8,Quinta Feira,Tradicional,Avenida,Barao De Monte Mor,21,Real Parque Morumbi,05687-010,Butantã,-23.6119789,-46.7042243,painel_prefeitura,Morumbi
5148-9,Quinta Feira,Tradicional,Avenida,Borboleta Amarela,10,Jardim São Martinho,08081-570,São Miguel,-23.4823719,-46.4158344,painel_prefeitura,Jardim Helena
5154-3,Quinta Feira,Tradicional,Rua,Geolandia,100,Vila Medeiros,02217-000,Vila Maria/Vila Guilherme,-23.4859977,-46.5854872,painel_prefeitura,Vila Medeiros
5158-6,Quinta Feira,Tradicional,Rua,Acaipe,178,Burgo PauliSanta,03682-040,Ermelino Matarazzo,-23.5184769,-46.4819002,painel_prefeitura,Ponte Rasa
5160-8,Quinta Feira,Tradicional,Rua,Ideal,100,Jardim São Paulo,08461-150,Guaianases,-23.5536827,-46.4055892,painel_prefeitura,Guaianases
5162-4,Quinta Feira,Tradicional,Rua,Martim Francisco,20,Santa Cecilia,01226-000,Sé,-23.5389921,-46.6523096,painel_prefeitura,Santa Cecilia
5163-2,Quinta Feira,Tradicional,Rua,Maria Luiza Do Val Penteado,560,Cid São Mateus,03962-040,São Mateus,-23.6069949,-46.483277,painel_prefeitura,Sao Mateus
5164-0,Quinta Feira,Tradicional,Rua,Canal De Tutoia,320,Jardim Camargo Novo,08121-220,Itaim Paulista,-23.5028278,-46.3868307,painel_prefeitura,Itaim Paulista
5166-7,Quinta Feira,Tradicional,Rua,Jose Pace,S/N,Jardim Avelino,03227-210,Vila Prudente,-23.584864,-46.5713199,painel_prefeitura,Vila Prudente
5168-3,Quinta Feira,Tradicional,Rua,Cidade Do Rio Pardo,100,Vila Andrade,05727-180,Campo Limpo,-23.6291117,-46.739513,painel_prefeitura,Vila Andrade
5170-5,Quinta Feira,Tradicional,Avenida,Mariana De Souza Guerra,50,Jardim Vila Nova Carrao,08340-220,São Mateus,-23.6174572,-46.465464,painel_prefeitura,Sao Rafael
5171-3,Quinta Feira,Tradicional,Rua,Igupiara,30,Jardim Boa Esperanca,08341-220,São Mateus,-23.603563,-46.451601,painel_prefeitura,Iguatemi
5172-1,Quinta Feira,Tradicional,Rua,Venturosa,50,Vila Carmosina,08295-350,Itaquera,-23.5460945,-46.4544205,painel_prefeitura,Itaquera
5181-0,Quinta Feira,Tradicional,Avenida,Santa Monica,300,Jardim Santa Monica,05171-000,Pirituba/Jaraguá,-23.480913,-46.7476279,painel_prefeitura,Pirituba
5182-9,Quinta Feira,Tradicional,Rua,Ministro Luiz Sparano,50,Jardim Santa Adelia,03970-050,São Mateus,-23.6137906,-46.4828898,painel_prefeitura,Sao Mateus
5185-3,Quinta Feira,Noturna,Rua,Iritua,20,Vila Caiuba,05202-160,Perus,-23.4013446,-46.7473337,painel_prefeitura,Perus
5186-1,Quinta Feira,Tradicional,Rua,Valter Gazarra,362,Vila Gomes Cardim,03337-055,Aricanduva/Formosa/Carrão,-23.5583199,-46.5588818,painel_prefeitura,Vila Formosa
5187-0,Quinta Feira,Orgânica,Rua,São Benedito,1406,Santo Amaro,04735-003,Santo Amaro,-23.6422188,-46.6969607,painel_prefeitura,Santo Amaro
5188-8,Quinta Feira,Noturna,Avenida,Ribeirao Itaquera,7,GuaianaSés,08410-310,Guaianases,-23.5439067,-46.4229681,painel_prefeitura,Guaianases
5291-4,Quinta Feira,Tradicional,Praça,Melvim Jones,1405,Lapa,05072-040,Lapa,-23.5202622,-46.7017857,painel_prefeitura,Lapa
5380-5,Quinta Feira,Tradicional,Avenida,Engenheiro Caetano Alvares,10000,Santana,02413-200,Santana/Tucuruvi,-23.4726894,-46.626127,painel_prefeitura,Mandaqui
5390-2,Quinta Feira,Tradicional,Praça,Pedro Balint,1,Ipiranga,04230-040,Ipiranga,-23.6044588,-46.5959748,painel_prefeitura,Ipiranga
5401-1,Quinta Feira,Tradicional,Rua,Carlos Albacini,100,JoSé Bonifacio,08253-650,Itaquera,-23.5554464,-46.4399669,painel_prefeitura,Jose Bonifacio
5402-0,Quinta Feira,Tradicional,Praça,Flavio Jose Amadeu,427,Vila Matilde,03512-020,Penha,-23.5417362,-46.5286187,painel_prefeitura,Vila Matilde
5408-9,Quinta Feira,Tradicional,Rua,Inacio Preto De Moraes,50,Vila Andrade,05731-340,Campo Limpo,-23.6402869,-46.7462387,painel_prefeitura,Vila Andrade
5413-5,Quinta Feira,Noturna,Praça,Grand Reserva Paulista,2610,Jardim Iris,05145-100,Pirituba/Jaraguá,-23.5016529,-46.7187629,painel_prefeitura,Pirituba
5720-7,Quinta Feira,Tradicional,Largo,Dona Ana Rosa,33,Vila Mariana,04106-090,Vila Mariana,-23.5806475,-46.6392652,painel_prefeitura,Vila Mariana
5791-6,Quinta Feira,Noturna,Rua,Francisco Machado De Campos,70,Chacara Califórnia,03406-040,Aricanduva/Formosa/Carrão,-23.53898806,-46.54705643,painel_prefeitura,Carrao
5886-6,Quinta Feira,Noturna,Avenida,Nagib Farah Maluf,s/n,Itaquera,08253-015,Itaquera,-23.545774,-46.435864,painel_prefeitura,Jose Bonifacio
5942-0,Quinta Feira,Noturna,,Calcadão Estação Cptm José Bonifácio,1159,Conjunto Residencial JoSé Bonifacio,08253-015,Itaquera,-23.53967,-46.43186,painel_prefeitura,Jose Bonifacio
5960-9,Quinta Feira,Tradicional,Rua,Rosa Galvao Trigueirinho,1180,Jurubatuba,04696-080,Santo Amaro,-23.6713841,-46.7014485,painel_prefeitura,Campo Grande
5978-1,Quinta Feira,Noturna,Rua,Pablo Picasso,1,Perdizes,05033-120,Lapa,-23.5199493,-46.6831355,painel_prefeitura,Barra Funda
5982-0,Quinta Feira,Noturna,Rua,Frei Anibal Genova,190,Cidade Tiradentes,08490-550,Cidade Tiradentes,-23.5845219,-46.4063855,painel_prefeitura,Cidade Tiradentes
